ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Scraped Tweet ID
08-204,16/05/23 00:26:27,https://twitter.com/gong2ako/status/1260931377697968130,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@gong2ako,Joshua,"Lami ang lasagna, burger, buko ug ube. Panghatag mo pangpalit. 😂🍔",Identified,08/17,780,60,Republic of the Philippines,"Kasuhan na yan.
Rappler puro fake news.",,Text,14/05/20 13:54,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1426
08-205,14/05/23 20:46:05,https://twitter.com/wistlebomber/status/1259574831353298944,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@wistlebomber,🦅D'Dfender(TRUMP-DU30)🦅🇺🇸🇵🇭🇬🇧🇫🇷🇮🇱🇯🇵,"🇺🇸0-9( VADM )officer of the navy, Mechanical Eng'r., Computer programmer & active patriot🎩.
#MOTTO; Non sibi sed patriae
#MAGA DEFENDER💥
#DU30 DEFENDER👊",Anonymous,03/11,15080,15810,"Nava de Francia, España","Leni Robredo(fake Vp of the Phil.), AbsCbn(fake media channel in the Phil.) and Maria Ressa CEO Rappler(fake magazine in the Phil.), they are the purveyor of fake news in the Philippines. https://t.co/lLJisShb6f",,"Text, Image",10/05/20 20:03,,Rational,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1434
08-206,16/05/23 00:26:27,https://twitter.com/LaArchAnghel/status/1259145216134537218,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@LaArchAnghel,Alexiel,"I don't pretend to be wise, but I am observing, and I see a great deal more than you'd imagine 
- The Little Women",Identified,05/20,29,29,,@MJQReyes @ibp8800 Rappler is the number one source of fake news! And Maria Ressa is the epitome of fakeness. 🙄,,"Text, Reply",09/05/20 15:36,,Emotional,37,2,3,1,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1440
08-207,19/04/23 04:12:57,https://twitter.com/vew_amz/status/1259027590909759489,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@vew_amz,vewamz,"An overseas worker, God fearing law abiding citizen, family oriented, traveller, passionate for arts, environmentalist and pro-government",Anonymous,03/16,72,50,"Dubai, United Arab Emirates",#11millionEmployees #ABCFakeNews #mariaressa #ABSCBNShutdown #democracyisdead #rappler fake news https://t.co/c495JB3qpY,,"Text, Video",09/05/20 7:49,,Rational,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1446
08-208,14/05/23 20:45:18,https://twitter.com/spicy13reonds/status/1258999441891221504,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@spicy13reonds,Reonds,"I may not be perfect. I may not be everyone's 1st choice, but I'm ME and I don't pretend to be anyone else.",Anonymous,02/10,11,128,"Riyadh, Kingdom of Saudi Arabia","Pag si Ressa ng Rappler nagkamali like 11million employee ng abs “honest mistakes” pero pag simpleng Pilipino tulad naten nagkamali”Fake News”  tapos ngangawa mga pawokes at dilawan ng “press freedom” hustisya please😅😅😅

#RessaRapplerFakeNewsPeddler 
#misleadingnewsqueen",,Text,09/05/20 5:57,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1449
08-209,16/05/23 00:26:27,https://twitter.com/DorothyNarciso1/status/1258898337861742592,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@DorothyNarciso1,Dorothy Narciso,,Identified,06/19,28,8,,Rappler Philippines #1 Purveyor of FAKE NEWS! https://t.co/jvi7sBdmxe,,"Text, Image",08/05/20 23:15,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1456
08-210,14/05/23 20:33:09,https://twitter.com/IoSonoPatrick/status/1258518957033578496,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@IoSonoPatrick,Derek Soil,DILAWANG B/0/B/0,Anonymous,11/13,1080,1552,"Concepcion, Central Luzon",Rappler is so trash. Peddler of fake news and doesn't know how to interpret data. Mahabaging Langit. 🤷🏻‍♂️🤦‍♂️,,"Text, Reply",07/05/20 22:07,,Rational,2,0,0,1,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1463
08-211,16/05/23 00:26:27,https://twitter.com/WatsUrPrblem/status/1257696780092760064,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@WatsUrPrblem,eco💋,i stan the Marcoses 🇵🇭,Anonymous,11/18,69,256,Maharlikang Pilipinas,"@lezgobulldogs @ziek22 @ABSCBNNews @Jerichotan_ @_katrinadomingo ""rappler"" jusko hahahaha source of Fake news",,"Text, Reply",05/05/20 15:40,,Rational,0,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1471
08-212,14/05/23 20:32:42,https://twitter.com/lfv1220/status/1255100661634564096,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@lfv1220,JoaquinTorres VII,"work until your idol 
become your rival 📍🇵🇭",Anonymous,12/13,150,35,,@gmanews Fake news..Nadale nman kayo ng rappler..🤣🤣🤣,,"Text, Reply",28/04/20 11:44,,Rational,1,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1478
08-213,16/05/23 00:26:27,https://twitter.com/VTuso69/status/1254509337231233024,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@VTuso69,VICO_TUSO69,A YELLOW MILLENIAL AND A NEOPHYTE POLITICIAN......!!!! SON OF A BITCH AND RAPIST...$$$$$,Anonymous,04/20,446,21,,@realDonaldTrump HERE IN THE PHILIPPINES ... WE HAVE ONE CONCEITED AND PRESUMPTOUS FAKE VICE PRESIDENT WHOSE FOLLOWERS AND IDIOT SUPPORTERS TRY TO MALIGN AND DISCREDIT OUR BELOVED PRESIDENT DUTERTE...!!! TOGETHER WITH SOME PAID MEDIA OUTLET LIKE RAPPLER ..THEY SPREAD FAKE NEWS NOT ONLY HERE ...,,"Text, Reply",26/04/20 20:35,,Emotional,1,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1486
08-214,14/05/23 20:32:06,https://twitter.com/ENguilbert/status/1252092533770870784,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@ENguilbert,Gee Ens 👩‍🚀,,Anonymous,06/09,100,587,Republic of the Philippines,"@rapplerdotcom @ryanmacasero 👏👏👏 Yehey, one less fake news peddler in the whole solar system. More to go. Let's start with Rappler. Bakit ang tagal pa mabilanggo yan si @mariaressa. Iba talaga pag-foreign funded. Kaya Beltran, sorry ka na lang. Hindi ka si Maria Ressa. 😁👊👊👊",,"Text, Reply",20/04/20 04:31,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1494
08-215,19/04/23 01:04:17,https://twitter.com/gerrydeleo/status/1251333812409077762,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@gerrydeleo,gerry,The right to write..Exercising the right to express freedom..Debunk the lies....I am no troll..,Identified,01/20,416,534,,@TishaCM Rappler and heydarian have been lying all along..Their lies busted and debunk..The Phil did the lock down first in the ASEAN ahead of Vietnam and Malaysia..They should take down all the fake news they spread..,,"Text, Reply",18/04/20 02:16,,Rational,7,0,1,1,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",No location,1498
08-216,16/05/23 00:26:27,https://twitter.com/eyeoftheeagleph/status/1249535668058869761,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@eyeoftheeagleph,Eagle Eyes 🇵🇭,Soar High 🇵🇭👊,Anonymous,11/19,250,212,,Pag fake news na ikagaganda ng image ni duterte pina fact check agad ng rappler. Pero pag fake news na ikakasira ni duterte walang fact check hayaan masira si duterte... I'm hoping and praying that you will close soon....,,Text,13/04/20 03:11,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1501
08-217,14/05/23 20:31:21,https://twitter.com/MasterMandolin/status/1246995921193197569,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@MasterMandolin,Lamang_Lupa sa Hoyohoy,i'm chubby,Anonymous,12/19,149,291,,"@SetThePacer @ararprasad @mariaressa @antonioguterres @UNHumanRights So you're using this fake news from media outlet rappler, don't you know Maria Ressa is a garbage here in the Philippines.",,"Text, Reply",06/04/20 2:59,,Emotional,1,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1509
08-218,16/05/23 00:26:27,https://twitter.com/yamgishi/status/1246094412364406789,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Anonymous,09/14,4998,3025,,@Reuters Fake News nang Reuter’s aka Rappler. #IStandWithDuterte #istandwiththepresident https://t.co/O5stTp0wHh,,"Text, Image",03/04/20 15:17,,Emotional,1,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1516
08-219,14/05/23 20:29:15,https://twitter.com/saloobbin/status/1245711624524034049,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@saloobbin,flowerpuff,,Anonymous,09/16,326,338,,@KumeSalud yang Rappler na yan lahat ng fake news dinadala nila,,"Text, Reply",02/04/20 13:56,,Rational,22,0,3,1,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1524
08-220,16/05/23 00:26:27,https://twitter.com/markzman016/status/1245482950189174784,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@markzman016,markzman☆,Godfearing chemist,Anonymous,09/13,378,102,Alabang,You must unfollow some of the news agency which is bias like Rappler and ABSCBN. Media has always misconception and wrong context highlights. There are some lapses but this left people and woke people must be put to jail. They create fake news and panic. #justsaying,,Text,01/04/20 22:47,,"Rational, Emotional",0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1531
08-221,14/05/23 20:28:12,https://twitter.com/BCT14Avenger/status/1242641742228099072,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@BCT14Avenger,Revenant💀♌,FREEDOM IS NOT FREE. It is paid for with the blood of fighting men and stained with the tears of loved ones left behind... ✌👊🇵🇭☇14,Anonymous,05/19,2895,2599,,"@mangunonmarkets @MiguelLDLegazpi yes, these rappler people are peddling #FakeNews. instigating the citizenry to lose hope and faith in the government with an aim to start chaos, civil disturbance and uprising. @pnppio @PNPACG MUST investigate these people!
@TishaCM @MacLen315 @ilda_talk
https://t.co/zeMCrfbJeG https://t.co/e3pnhFxoLs",,"Text, Quote Tweet, Image",25/03/20 02:37,,Rational,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1538
08-222,16/05/23 00:26:27,https://twitter.com/PinoyRandomer/status/1240175899732897793,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@PinoyRandomer,Pinoy Randomer,This is what I do when I'm bored. And right now... I AM BORED!!,Anonymous,04/18,21,12,Republic of the Philippines,@risahontiveros Pwede. Malaki laki din napupunta sa rappler sa paggawa ng mga fake news nila.,,"Text, Reply",18/03/20 07:19,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1549
08-223,14/05/23 20:27:28,https://twitter.com/gerrydeleo/status/1238992063703576576,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@gerrydeleo,gerry,The right to write..Exercising the right to express freedom..Debunk the lies....I am no troll..,Anonymous,01/20,416,534,,@brndngrn @natashya_g @NPR She is a trained rappler propagandist and fakenews purveyor..All the guidelines from diff.govt agencies are readily avail. online or she can call specific govt agency for her issues..She is just a liar like her trainer mressa..,,"Text, Reply",15/03/20 00:55,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1553
08-224,16/05/23 00:26:27,https://twitter.com/jemartjimongala/status/1235720861417484289,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@jemartjimongala,Jetram Alagnimij,Dont compare urselt to others. just love URSELF,Anonymous,06/17,54,5,From Nowhere,"@rapplerdotcom now rappler is the defender kuno sa fake news, where last years of 2016-2019, rappler is the best source of fake news, they receive the 1/10 info, but they report it in news as they think they have a 100% info.",,"Text, Reply",06/03/20 0:16,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1561
08-225,14/05/23 20:26:48,https://twitter.com/gigaigurlmd/status/1229760902083293185,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@gigaigurlmd,Giga Basilio Igurashi🩺,I say what you don't want to hear. You get offended. I just YAWN.🥱 I don't cast pearls before pigs.,Anonymous,02/20,689,752,,"Why is this gov't still allowing you to publish fake news and to post your staged video of a supposed government raid of your office @Rappler? Countless times you've crossed the line of responsible journalism and yet, you are still here. You're truly an abuser of press freedom.",,"Text, Quote Tweet",18/02/20 13:33,,Rational,1,1,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1569
08-226,16/05/23 00:26:27,https://twitter.com/loidasandiego77/status/1225203232127045632,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@loidasandiego77,Babaeng TagaMalolos,Isa akong Pilipino. Manunulat at isang kaibigan; nadaya ng mga leftist salamat at nagising. Ngayon ako'y isang digital storyteller.,Anonymous,04/16,2127,21597,"Santa Maria, Central Luzon","I dont believe Rappler. I am not for fake news. 🐞 @ Santa Maria, Bulacan https://t.co/EJlDzcKuoX",,"Text, URL",05/02/20 23:43,,Emotional,9,0,2,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1576
08-227,14/05/23 20:25:15,https://twitter.com/Jjcruz2/status/1221479462681763840,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Jjcruz2,jcco,I am nobody and nothing to brag about.,Anonymous,03/12,5232,7033,,@aving_rcga Tama! Saan ka nakakita... Tinawag na “fakenews” yung pagkakamali nya sa location ng mayon. News ba yun? Yung data ni @lenirobredo ang fakenews! Kesyo 7k+ daw na daw ang namamatay sa drugwar tapos Rappler ang source! Wow! Legit na legit ang source... Peykpeyk beypi tlga! 👊,,"Text, Reply",26/01/20 17:06,,Rational,5,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1582
08-228,16/05/23 00:26:27,https://twitter.com/singleshotesp/status/1217079148713168896,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@singleshotesp,Raymundo Pula,It's over; the fat lady just sung. ☕,Anonymous,08/13,235,117,"Sydney, New South Wales",@rapplerdotcom Rappler is indeed part of Robredo's paid PR machinery. Fake news from a fake VP.,,"Text, Reply",14/01/20 13:40,,Rational,0,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1591
08-229,14/05/23 20:24:41,https://twitter.com/gullwingcat/status/1212109183606239237,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@gullwingcat,🇺🇸🇵🇭,“One Nation Under God”,Anonymous,09/15,1036,385,United States,@reylanreylan @sotto_tito @NakakainisC Rappler is the famous fake news factory,,"Text, Reply",31/12/19 20:32,,Emotional,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1599
08-230,19/04/23 04:32:16,https://twitter.com/gypsygirl0504/status/1210735034639863813,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@gypsygirl0504,GDO,Davaoeña. Bisaya. Proud DDS. Definitely not a paid TROLL.👊,Anonymous,08/11,896,1242,Republic of the Philippines,"@babystepsparrow @YesYesYo13 @MrFrankBaraan Rappler's account is also verified but they peddle fake news all the time. Yan kasi ang hirap sa mga ulalos na ito,very gullible. Naniniwala kaagad sa sinasabi ng mga ""thought leaders"" kuno nila. Hindi man lang nagveverify🙄",,"Text, Reply",28/12/19 01:31,,Emotional,17,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1605
08-231,16/05/23 00:26:27,https://twitter.com/GORE_Finale/status/1210449641965314049,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@GORE_Finale,Roi Gonzales,Carpe diem quam minimum credula postero,Identified,06/10,1061,1167,,Look: ABS-CBN News and Rappler peddled fake news https://t.co/NtWrXQJ6Ai  ctto @MacLen315 and Orman Ortega Manansala https://t.co/HTJKnivz9i https://t.co/0l0qvy4amZ,,"Text, Image, URL",27/12/19 06:37,,Rational,3,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1606
08-232,14/05/23 20:23:56,https://twitter.com/aevorie/status/1204936032451350528,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@aevorie,Zoie Aevorie 🇵🇭,"Dear Wokes & Trolls, keep your ad hominems to yourself, you deserve it more than I do, labyu!😘",Anonymous,03/17,946,1546,Republika ng Pilipinas,"@josemaria_rsls @rapplerdotcom @mariaressa @ASCmediarisk @RapplerSports @pcoogov @nytimes @mariaressa just to be clear? THE TRUTH is NOT about you and Rappler and of how you portray yourselves as VICTIMS. 

But because of you, we realized how dangerous Rappler and mainstream media is with it's FAKE NEWS.

there.",,"Text, Reply",12/12/19 1:28,,Rational,2,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1614
08-233,16/05/23 00:26:27,https://twitter.com/ariesdaleaguila/status/1202152534305132546,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@ariesdaleaguila,Aries Aguila,QC Civil Inspector/ Civil Engineer,Identified,07/14,108,86,Earth,"Burado ang ""palpak"" na fake news para sa SEA games.   Hello, Rappler, ABS, GMA, INQUIRER, Philippine Star, CNNPhils... https://t.co/r9N2il0rY6",,"Text, URL",04/12/19 9:07,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1621
08-234,14/05/23 20:23:15,https://twitter.com/maldita_hija/status/1200984565541523456,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@maldita_hija,Maldita Hija,I couldn't give my heart to anyone,Anonymous,08/17,193,11,Republic of the Philippines,@ramboreports Grabeng tsimoso ka pala. So lahat ng news mo are fake .knowing rappler the number one faker.,,"Text, Reply",01/12/19 3:46,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1628
